Date       AdjClose
3/9/12   72.51653
3/8/12   72.093532
3/7/12   70.590452
3/6/12   70.533251
3/5/12   70.919004
3/2/12   72.517858
3/1/12   72.423413
2/29/12   72.153396
2/28/12   71.218289
2/27/12   69.934682
2/24/12   69.489072
2/23/12   68.688313
2/22/12   68.242711
2/21/12   68.483474
2/17/12   66.790174
2/16/12   66.802144
2/15/12   66.198247
2/14/12   67.766512
2/13/12   66.854024
2/10/12   65.63293
2/9/12   65.599677
2/8/12   63.406239
2/7/12   62.36206
2/6/12   61.715596
2/3/12   61.144959
2/2/12   60.538404
2/1/12   60.68073
1/31/12   60.719304
1/30/12   60.257739
1/27/12   59.495557
1/26/12   59.143061
1/25/12   59.413085
1/24/12   55.921406
1/23/12   56.85252
1/20/12   55.906776
1/19/12   56.897747
1/18/12   57.07865
1/17/12   56.492047
1/13/12   55.841598
1/12/12   56.051761
1/11/12   56.20606
1/10/12   56.297842
1/9/12   56.096988
1/6/12   56.186109
1/5/12   55.604827
1/4/12   54.994284
1/3/12   54.700316
12/30/11   53.871625
12/29/11   53.887587
12/28/11   53.557706
12/27/11   54.075139
12/23/11   53.649488
12/22/11   53.013669
12/21/11   52.734336
12/20/11   52.667826
12/19/11   50.840182
12/16/11   50.681891
12/15/11   50.405217
12/14/11   50.57149
12/13/11   51.718089
12/12/11   52.121129
12/9/11   52.3579
12/8/11   51.964169
12/7/11   51.755334
12/6/11   52.002743
12/5/11   52.27676
12/2/11   51.836474
12/1/11   51.601035
11/30/11   50.83885
11/29/11   49.641704
11/28/11   50.030113
11/25/11   48.360757
11/23/11   48.815673
11/22/11   50.081989
11/21/11   49.084365
11/18/11   49.873154
11/17/11   50.201703
11/16/11   51.180705
11/15/11   51.720749
11/14/11   50.447784
11/11/11   51.16075
11/10/11   51.240561
11/9/11   52.578705
11/8/11   54.035233
11/7/11   53.170629
11/4/11   53.238467
11/3/11   53.614903
11/2/11   52.862031
11/1/11   52.742317
10/31/11   53.842361
10/28/11   53.864972
10/27/11   53.830391
10/26/11   53.286354
10/25/11   52.909918
10/24/11   53.974048
10/21/11   52.258137
10/20/11   52.582697
10/19/11   53.022979
10/18/11   56.164826
10/17/11   55.865541
10/14/11   56.132901
10/13/11   54.327869
10/12/11   53.497849
10/11/11   53.245116
10/10/11   51.718089
10/7/11   49.189448
10/6/11   50.196382
10/5/11   50.313436
10/4/11   49.548594
10/3/11   49.827927
9/30/11   50.721796
9/29/11   51.952199
9/28/11   52.808823
9/27/11   53.108111
9/26/11   53.628205
9/23/11   53.778511
9/22/11   53.448634
9/21/11   54.821362
9/20/11   54.995612
9/19/11   54.753524
9/16/11   53.273052
9/15/11   52.270107
9/14/11   51.783266
9/13/11   51.16075
9/12/11   50.538233
9/9/11   50.211013
9/8/11   51.096904
9/7/11   51.068968
9/6/11   50.511633
9/2/11   49.754769
9/1/11   50.683223
8/31/11   51.188686
8/30/11   51.875048
8/29/11   51.872388
8/26/11   51.022413
8/25/11   49.710874
8/24/11   50.038095
8/23/11   49.694912
8/22/11   47.412348
8/19/11   47.357812
8/18/11   48.690638
8/17/11   50.604743
8/16/11   50.610064
8/15/11   50.999802
8/12/11   50.145835
8/11/11   49.708214
8/10/11   48.376719
8/9/11   49.749448
8/8/11   46.982708
8/5/11   49.697572
8/4/11   50.196382
8/3/11   52.218231
8/2/11   51.731391
8/1/11   52.774238
7/29/11   51.940226
7/28/11   52.118468
7/27/11   52.220891
7/26/11   53.660129
7/25/11   53.007017
7/22/11   52.315333
7/21/11   51.515906
7/20/11   51.464027
7/19/11   50.127212
7/18/11   49.721515
7/15/11   48.540328
7/14/11   47.589262
7/13/11   47.622515
7/12/11   47.054535
7/11/11   47.087792
7/8/11   47.847313
7/7/11   47.513443
7/6/11   46.789832
7/5/11   46.479905
7/1/11   45.659195
6/30/11   44.649601
6/29/11   44.432785
6/28/11   44.595065
6/27/11   44.16675
6/24/11   43.409889
6/23/11   44.059009
6/22/11   42.912407
6/21/11   43.27022
6/20/11   41.942718
6/17/11   42.599817
6/16/11   43.251597
6/15/11   43.463093
6/14/11   44.219957
6/13/11   43.443142
6/10/11   43.350032
6/9/11   44.093591
6/8/11   44.193353
6/7/11   44.16675
6/6/11   44.964848
6/3/11   45.683139
6/2/11   46.03696
6/1/11   45.95848
5/31/11   46.267078
5/27/11   44.881048
5/26/11   44.56048
5/25/11   44.797247
5/24/11   44.186704
5/23/11   44.480668
5/20/11   44.589744
5/19/11   45.296061
5/18/11   45.208268
5/17/11   44.712118
5/16/11   44.33435
5/13/11   45.292069
5/12/11   46.099477
5/11/11   46.18727
5/10/11   46.482566
5/9/11   46.236485
5/6/11   46.111451
5/5/11   46.123421
5/4/11   46.498528
5/3/11   46.316297
5/2/11   46.060903
4/29/11   46.573015
4/28/11   46.123421
4/27/11   46.575676
4/26/11   46.611593
4/25/11   46.956104
4/21/11   46.648835
4/20/11   45.546131
4/19/11   44.940905
4/18/11   44.141478
4/15/11   43.557535
4/14/11   44.217297
4/13/11   44.710786
4/12/11   44.214637
4/11/11   44.001809
4/8/11   44.568461
4/7/11   44.970169
4/6/11   44.964848
4/5/11   45.077913
4/4/11   45.38385
4/1/11   45.832117
3/31/11   46.357531
3/30/11   46.373493
3/29/11   46.68342
3/28/11   46.614253
3/25/11   46.760571
3/24/11   45.886653
3/23/11   45.117819
3/22/11   45.385182
3/21/11   45.132449
3/18/11   43.984518
3/17/11   44.512593
3/16/11   43.896729
3/15/11   45.947839
3/14/11   47.029263
3/11/11   46.820428
3/10/11   46.112779
3/9/11   46.884274
3/8/11   47.321899
3/7/11   47.268691
3/4/11   47.885887
3/3/11   47.827362
3/2/11   46.837719
3/1/11   46.463943
2/28/11   46.982708
2/25/11   46.310976
2/24/11   45.608648
2/23/11   45.574063
2/22/11   45.040668
2/18/11   46.630216
2/17/11   47.659761
2/16/11   48.302229
2/15/11   47.872588
2/14/11   47.776814
2/11/11   47.466888
2/10/11   47.159619
2/9/11   47.641138
2/8/11   47.247411
2/7/11   46.805794
2/4/11   46.090167
2/3/11   45.683139
2/2/11   45.800192
2/1/11   45.894634
1/31/11   45.13511
1/28/11   44.706798
1/27/11   45.652543
1/26/11   45.737675
1/25/11   45.411783
1/24/11   44.886369
1/21/11   43.459104
1/20/11   44.251882
1/19/11   45.071264
1/18/11   45.312024
1/14/11   46.353539
1/13/11   45.981095
1/12/11   45.813494
1/11/11   45.443707
1/10/11   45.551451
1/7/11   44.709458
1/6/11   44.391547
1/5/11   44.427464
1/4/11   44.06699
1/3/11   43.838201
12/31/10   42.905758
12/30/10   43.052075
12/29/10   43.268892
12/28/10   43.292835
12/27/10   43.187752
12/23/10   43.044094
12/22/10   43.251597
12/21/10   43.123902
12/20/10   42.859199
12/17/10   42.646375
12/16/10   42.731504
12/15/10   42.613118
12/14/10   42.603809
12/13/10   42.787372
12/10/10   42.639722
12/9/10   42.53331
12/8/10   42.699579
12/7/10   42.327136
12/6/10   42.585186
12/3/10   42.224713
12/2/10   42.319154
12/1/10   42.086376
11/30/10   41.38804
11/29/10   42.148893
11/26/10   41.900152
11/24/10   41.873548
11/23/10   41.06614
11/22/10   41.682004
11/19/10   40.800108
11/18/10   41.026234
11/17/10   39.971414
11/16/10   40.116403
11/15/10   40.841343
11/12/10   40.973027
11/11/10   42.119629
11/10/10   42.303192
11/9/10   42.04381
11/8/10   42.381672
11/5/10   42.183478
11/4/10   42.335117
11/3/10   41.607517
